usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Antibacterials,Sulfonamides,Sulfadiazine,DG00599,"Sulfadiazine, silver",D00433,(USP)
Antibacterials,Sulfonamides,Sulfamethoxazole and Trimethoprim,,Co-Trimoxazole,D00285,(BAN)
Antibacterials,Tetracyclines,Demeclocycline,DG00396,Demeclocycline,D03680,(USP)
Antibacterials,Tetracyclines,Demeclocycline,DG00396,Demeclocycline hydrochloride,D00290,(USP)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline,D07876,(INN)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline,D00307,(USP)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline hyclate,D02129,(USP)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline calcium,D03903,(USP)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline fosfatex,D03904,(USAN)
Antibacterials,Tetracyclines,Doxycycline,DG00008,Doxycycline hydrochloride,D07877,
Antibacterials,Tetracyclines,Minocycline,DG00009,Minocycline,D05045,(USAN/INN)
Antibacterials,Tetracyclines,Minocycline,DG00009,Minocycline hydrochloride,D00850,(JP17/USP)
Antibacterials,Tetracyclines,Tetracycline,DG00005,Tetracycline,D00201,(JAN/USP/INN)
Antibacterials,Tetracyclines,Tetracycline,DG00005,Tetracycline hydrochloride,D02122,(JP17/USP)
Antibacterials,Tetracyclines,Tetracycline,DG00005,Tetracycline metaphosphate,D06098,(JAN)
Antibacterials,"Antibacterials, Other",Trimethoprim,DG00595,Trimethoprim,D00145,(JAN/USP/INN)
Antibacterials,"Antibacterials, Other",Trimethoprim,DG00595,Trimethoprim sulfate,D06236,(USP)
Antibacterials,"Antibacterials, Other",Trimethoprim,DG00595,Trimethoprim lactate,D08644,
Antibacterials,"Antibacterials, Other",Vancomycin,DG00086,Vancomycin,D00212,(USP)
Antibacterials,"Antibacterials, Other",Vancomycin,DG00086,Vancomycin hydrochloride,D00926,(JP17/USP)
Antibacterials,"Antibacterials, Other",Clindamycin,DG00435,Clindamycin,D00277,(USAN/INN)
Antibacterials,"Antibacterials, Other",Clindamycin,DG00435,Clindamycin phosphate,D01073,(JP17/USP)
Antibacterials,"Antibacterials, Other",Clindamycin,DG00435,Clindamycin palmitate hydrochloride,D01990,(JAN/USP)
Antibacterials,"Antibacterials, Other",Clindamycin,DG00435,Clindamycin hydrochloride,D02132,(JP17/USP)
Antibacterials,"Antibacterials, Other",Clindamycin,DG00435,Clindamycin phosphate hydrate,D10531,(JAN)
Antibacterials,"Antibacterials, Other",Lincomycin,DG00607,Lincomycin,D00223,(USAN/INN)
Antibacterials,"Antibacterials, Other",Lincomycin,DG00607,Lincomycin hydrochloride hydrate,D02346,(JP17/USP)
Antibacterials,"Antibacterials, Other",Nitrofurantoin,,Nitrofurantoin,D00439,(JAN/USP/INN)
Antibacterials,"Antibacterials, Other",Linezolid,,Linezolid,D00947,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",Acetic acid,,"Acetic acid, glacial",D00010,(USP)
Antibacterials,"Antibacterials, Other",Bacitracin,DG00400,Bacitracin,D00128,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",Bacitracin,DG00400,Bacitracin methylene disalicylate,D03047,(USP)
Antibacterials,"Antibacterials, Other",Bacitracin,DG00400,Bacitracin zinc,D03048,(USP)
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol,D00104,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol palmitate,D01072,(JP17/USP)
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol sodium succinate,D02185,(JP17/USP)
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol stearate,D07674,
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol succinate,D07675,
Antibacterials,"Antibacterials, Other",Chloramphenicol,DG00399,Chloramphenicol pantothenate complex,D03461,(USAN/INN)
Antibacterials,"Antibacterials, Other",Daptomycin,,Daptomycin,D01080,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",Fosfomycin,DG00633,Fosfomycin,D04253,(USAN/INN)
Antibacterials,"Antibacterials, Other",Fosfomycin,DG00633,Fosfomycin tromethamine,D00925,(USAN)
Antibacterials,"Antibacterials, Other",Fosfomycin,DG00633,Fosfomycin calcium hydrate,D02187,(JP17)
Antibacterials,"Antibacterials, Other",Fosfomycin,DG00633,Fosfomycin sodium,D02188,(JP17)
Antibacterials,"Antibacterials, Other",Fosfomycin,DG00633,Fosfomycin calcium,D07995,
Antibacterials,"Antibacterials, Other",Gramicidin,DG01043,Gramicidin,D04369,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",Gramicidin,DG01043,Gramicidin S hydrochloride,D02230,(JAN)
Antibacterials,"Antibacterials, Other",Mafenide,DG00404,Mafenide,D02351,(USAN/INN)
Antibacterials,"Antibacterials, Other",Mafenide,DG00404,Mafenide acetate,D01166,(JAN/USP)
Antibacterials,"Antibacterials, Other",Mafenide,DG00404,Homosulfamine,D04815,
Antibacterials,"Antibacterials, Other",Methenamine,DG00635,Methenamine,D00393,(USP/INN)
Antibacterials,"Antibacterials, Other",Methenamine,DG00635,Methenamine hippurate,D00855,(JAN/USP)
Antibacterials,"Antibacterials, Other",Methenamine,DG00635,Methenamine mandelate,D00856,(USP)
Antibacterials,"Antibacterials, Other",Methenamine,DG00635,Methenamine sulfosalicylate,D08199,
Antibacterials,"Antibacterials, Other",Metronidazole,DG00006,Metronidazole,D00409,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",Metronidazole,DG00006,Metronidazole hydrochloride,D05016,(USAN)
Antibacterials,"Antibacterials, Other",Metronidazole,DG00006,Metronidazole phosphate,D05017,(USAN)
Antibacterials,"Antibacterials, Other",Metronidazole,DG00006,Metronidazole benzoate,D08214,(USP)
Antibacterials,"Antibacterials, Other",Mupirocin,DG00402,Mupirocin,D01076,(USP/INN)
Antibacterials,"Antibacterials, Other",Mupirocin,DG00402,Mupirocin calcium,D02195,(USAN)
Antibacterials,"Antibacterials, Other",Polymyxin B,DG00083,Polymyxin B,D08401,(INN)
Antibacterials,"Antibacterials, Other",Polymyxin B,DG00083,Polymyxin B sulfate,D01066,(USP/INN)
Antibacterials,"Antibacterials, Other",Retapamulin,,Retapamulin,D05720,(USAN/INN)
Antibacterials,"Antibacterials, Other",Rifaximin,,Rifaximin,D02554,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",Telavancin,,Telavancin hydrochloride,D06057,(USAN)
Antibacterials,"Antibacterials, Other",Tinidazole,,Tinidazole,D01426,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",Tigecycline,,Tigecycline,D01079,(JAN/USAN)
Anticonvulsants,Calcium Channel Modifying Agents,Ethosuximide,,Ethosuximide,D00539,(JP17/USP/INN)
Anticonvulsants,Calcium Channel Modifying Agents,Methsuximide,,Methsuximide,D00404,(USP)
Anticonvulsants,Calcium Channel Modifying Agents,Pregabalin,,Pregabalin,D02716,(JAN/USAN/INN)
Anticonvulsants,Calcium Channel Modifying Agents,Zonisamide,,Zonisamide,D00538,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Clobazam,,Clobazam,D01253,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Clonazepam,,Clonazepam,D00280,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Clorazepate,DG01218,Clorazepate dipotassium,D00694,(JP17/USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Clorazepate,DG01218,Clorazepate monopotassium,D03562,(USAN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Diazepam,,Diazepam,D00293,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Lorazepam,,Lorazepam,D00365,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Mephobarbital,,Mephobarbital,D00700,(JAN/USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Primidone,,Primidone,D00474,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Divalproex,,Divalproex sodium,D00304,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Gabapentin,DG01245,Gabapentin,D00332,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Gabapentin,DG01245,Gabapentin enacarbil,D09539,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Primidone,,Primidone,D00474,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Tiagabine,DG00850,Tiagabine,D08588,(INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Tiagabine,DG00850,Tiagabine hydrochloride,D02097,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Valproate,DG00849,Valproic acid,D00399,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Valproate,DG00849,Divalproex sodium,D00304,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Valproate,DG00849,Valproate sodium,D00710,(USAN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Valproate,DG00849,Calcium valproate,D08667,
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,Vigabatrin,,Vigabatrin,D00535,(JAN/USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,Felbamate,,Felbamate,D00536,(USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,Lamotrigine,,Lamotrigine,D00354,(JAN/USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,Perampanel,DG01901,Perampanel,D08964,(USAN)
Anticonvulsants,Glutamate Reducing Agents,Perampanel,DG01901,Perampanel hydrate,D10780,(JAN)
Anticonvulsants,Glutamate Reducing Agents,Topiramate,,Topiramate,D00537,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,Carbamazepine,,Carbamazepine,D00252,(JP17/USP/INN)
Anticonvulsants,Sodium Channel Agents,Eslicarbazepine,DG00848,Eslicarbazepine,D09215,(USAN/INN)
Anticonvulsants,Sodium Channel Agents,Eslicarbazepine,DG00848,Eslicarbazepine acetate,D09612,(USAN)
Anticonvulsants,Sodium Channel Agents,Ethotoin,,Ethotoin,D00708,(JAN/USP/INN)
Anticonvulsants,Sodium Channel Agents,Fosphenytoin,DG00847,Fosphenytoin,D07993,(INN)
Anticonvulsants,Sodium Channel Agents,Fosphenytoin,DG00847,Fosphenytoin sodium,D02096,(USP)
Anticonvulsants,Sodium Channel Agents,Fosphenytoin,DG00847,Fosphenytoin sodium hydrate,D07595,(JAN)
Anticonvulsants,Sodium Channel Agents,Lacosamide,,Lacosamide,D07299,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,Oxcarbazepine,,Oxcarbazepine,D00533,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,Phenytoin,DG00846,Phenytoin,D00512,(JP17/USP/INN)
Anticonvulsants,Sodium Channel Agents,Phenytoin,DG00846,Phenytoin sodium,D02103,(USP)
Anticonvulsants,Sodium Channel Agents,Rufinamide,,Rufinamide,D05775,(JAN/USAN/INN)
Anticonvulsants,"Anticonvulsants, Other",Levetiracetam,,Levetiracetam,D00709,(JAN/USAN/INN)
Anticonvulsants,"Anticonvulsants, Other",Ezogabine,,Ezogabine,D09569,(USAN)
Antidementia Agents,Cholinesterase Inhibitors,Donepezil,DG00983,Donepezil,D07869,(INN)
Antidementia Agents,Cholinesterase Inhibitors,Donepezil,DG00983,Donepezil hydrochloride,D00670,(JP17/USAN)
Antidementia Agents,Cholinesterase Inhibitors,Galantamine,DG00985,Galantamine,D04292,(USAN/INN)
Antidementia Agents,Cholinesterase Inhibitors,Galantamine,DG00985,Galantamine hydrobromide,D02173,(JAN/USAN)
Antidementia Agents,Cholinesterase Inhibitors,Rivastigmine,DG00984,Rivastigmine,D03822,(JAN/USAN/INN)
Antidementia Agents,Cholinesterase Inhibitors,Rivastigmine,DG00984,Rivastigmine tartrate,D02558,
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,Memantine,DG00986,Memantine,D08174,(INN)
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,Memantine,DG00986,Memantine hydrochloride,D04905,(JAN/USAN)
Antidementia Agents,"Antidementia Agents, Other",Ergoloid mesylates,,Ergoloid mesylates,D02268,(USP)
Antidepressants,Monoamine Oxidase Inhibitors,Phenelzine,DG00948,Phenelzine,D08349,(BAN)
Antidepressants,Monoamine Oxidase Inhibitors,Phenelzine,DG00948,Phenelzine sulfate,D00505,(USP)
Antidepressants,Monoamine Oxidase Inhibitors,Selegiline,DG00864,Selegiline,D03731,(USAN/INN)
Antidepressants,Monoamine Oxidase Inhibitors,Selegiline,DG00864,Selegiline hydrochloride,D00785,(JAN/USP)
Antidepressants,Monoamine Oxidase Inhibitors,Tranylcypromine,DG00949,Tranylcypromine,D08625,(INN)
Antidepressants,Monoamine Oxidase Inhibitors,Tranylcypromine,DG00949,Tranylcypromine sulfate,D00826,(USP XXI)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Citalopram,DG00943,Citalopram,D07704,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Citalopram,DG00943,Citalopram hydrobromide,D00822,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Citalopram,DG00943,Citalopram hydrochloride,D07705,
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Desvenlafaxine,DG00963,Desvenlafaxine,D07793,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Desvenlafaxine,DG00963,Desvenlafaxine succinate,D02570,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Duloxetine,DG00962,Duloxetine,D07880,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Duloxetine,DG00962,Duloxetine hydrochloride,D01179,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Escitalopram,DG00947,Escitalopram,D07913,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Escitalopram,DG00947,Escitalopram oxalate,D02567,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Fluoxetine,DG00942,Fluoxetine,D00326,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Fluoxetine,DG00942,Fluoxetine hydrochloride,D00823,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Fluvoxamine,DG00946,Fluvoxamine,D07984,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Fluvoxamine,DG00946,Fluvoxamine maleate,D00824,(JP17/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Levomilnacipran,DG01387,Levomilnacipran,D10072,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Levomilnacipran,DG01387,Levomilnacipran hydrochloride,D10133,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Maprotiline,DG00941,Maprotiline,D02566,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Maprotiline,DG00941,Maprotiline hydrochloride,D00818,(JP17/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Nefazodone,DG00953,Nefazodone,D08257,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Nefazodone,DG00953,Nefazodone hydrochloride,D00819,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine,D02362,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine hydrochloride hydrate,D02260,(JP17)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine hydrochloride,D05374,(USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine mesylate,D05375,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Sertraline,DG00945,Sertraline,D02360,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Sertraline,DG00945,Sertraline hydrochloride,D00825,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Trazodone,DG00952,Trazodone,D08626,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Trazodone,DG00952,Trazodone hydrochloride,D00820,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Venlafaxine,DG00959,Venlafaxine,D08670,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Venlafaxine,DG00959,Venlafaxine hydrochloride,D00821,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Vilazodone,DG00964,Vilazodone,D09698,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Vilazodone,DG00964,Vilazodone hydrochloride,D09699,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Vortioxetine,DG00965,Vortioxetine,D10184,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Vortioxetine,DG00965,Vortioxetine hydrobromide,D10185,(JAN/USAN)
Antidepressants,Tricyclics,Amitriptyline,DG00934,Amitriptyline,D07448,(INN)
Antidepressants,Tricyclics,Amitriptyline,DG00934,Amitriptyline hydrochloride,D00809,(JP17/USP)
Antidepressants,Tricyclics,Amoxapine,,Amoxapine,D00228,(JP17/USP/INN)
Antidepressants,Tricyclics,Clomipramine,DG00929,Clomipramine,D07727,(INN)
Antidepressants,Tricyclics,Clomipramine,DG00929,Clomipramine hydrochloride,D00811,(JP17/USP)
Antidepressants,Tricyclics,Desipramine,DG00927,Desipramine,D07791,(INN)
Antidepressants,Tricyclics,Desipramine,DG00927,Desipramine hydrochloride,D00812,(JAN/USP)
Antidepressants,Tricyclics,Doxepin,DG00937,Doxepin,D07875,(INN)
Antidepressants,Tricyclics,Doxepin,DG00937,Doxepin hydrochloride,D00814,(USP)
Antidepressants,Tricyclics,Imipramine,DG00928,Imipramine,D08070,(INN)
Antidepressants,Tricyclics,Imipramine,DG00928,Imipramine hydrochloride,D00815,(JP17/USP)
Antidepressants,Tricyclics,Imipramine,DG00928,Imipramine pamoate,D08071,(USP)
Antidepressants,Tricyclics,Nortriptyline,DG00935,Nortriptyline,D08288,(INN)
Antidepressants,Tricyclics,Nortriptyline,DG00935,Nortriptyline hydrochloride,D00816,(JP17/USP/INN)
Antidepressants,Tricyclics,Protriptyline,DG00936,Protriptyline,D08447,(INN)
Antidepressants,Tricyclics,Protriptyline,DG00936,Protriptyline hydrochloride,D00484,(USP)
Antidepressants,Tricyclics,Trimipramine,DG00931,Trimipramine,D00394,(USAN/INN)
Antidepressants,Tricyclics,Trimipramine,DG00931,Trimipramine maleate,D02408,(JAN/USAN)
Antidepressants,"Antidepressants, Other",Bupropion,DG00957,Bupropion,D07591,(INN)
Antidepressants,"Antidepressants, Other",Bupropion,DG00957,Bupropion hydrochloride,D00817,(JAN/USP)
Antidepressants,"Antidepressants, Other",Bupropion,DG00957,Bupropion hydrobromide,D07938,(USAN)
Antidepressants,"Antidepressants, Other",Mirtazapine,,Mirtazapine,D00563,(JAN/USAN/INN)
Antidepressants,"Antidepressants, Other",Aripiprazole,DG00906,Aripiprazole,D01164,(JAN/USAN/INN)
Antidepressants,"Antidepressants, Other",Aripiprazole,DG00906,Aripiprazole cavoxil,D10355,(USAN)
Antidepressants,"Antidepressants, Other",Aripiprazole,DG00906,Aripiprazole lauroxil,D10364,(USAN)
Antidepressants,"Antidepressants, Other",Aripiprazole,DG00906,Aripiprazole hydrate,D10516,(JAN)
Antidepressants,"Antidepressants, Other",Quetiapine,DG00899,Quetiapine,D08456,(INN)
Antidepressants,"Antidepressants, Other",Quetiapine,DG00899,Quetiapine fumarate,D00458,(JP17/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,Dolasetron,DG00063,Dolasetron,D07867,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,Dolasetron,DG00063,Dolasetron mesylate,D00725,(USP)
Antiemetics,Emetogenic Therapy Adjuncts,Granisetron,DG00061,Granisetron,D04370,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,Granisetron,DG00061,Granisetron hydrochloride,D00677,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,Ondansetron,DG00060,Ondansetron,D00456,(JAN/USP/INN)
Antiemetics,Emetogenic Therapy Adjuncts,Ondansetron,DG00060,Ondansetron hydrochloride hydrate,D00678,(JAN/USP)
Antiemetics,Emetogenic Therapy Adjuncts,Palonosetron,DG00064,Palonosetron,D07175,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,Palonosetron,DG00064,Palonosetron hydrochloride,D05343,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,Aprepitant,DG00066,Aprepitant,D02968,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,Aprepitant,DG00066,Fosaprepitant dimeglumine,D06597,(USAN)
Antiemetics,Emetogenic Therapy Adjuncts,Nabilone,,Nabilone,D05099,(USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,Dronabinol,,Dronabinol,D00306,(USP/INN)
Antiemetics,"Antiemetics, Other",Chlorpromazine,DG00867,Chlorpromazine,D00270,(USP/INN)
Antiemetics,"Antiemetics, Other",Chlorpromazine,DG00867,Chlorpromazine hydrochloride,D00789,(JP17/USP)
Antiemetics,"Antiemetics, Other",Chlorpromazine,DG00867,Chlorpromazine hibenzate,D03274,(JAN)
